,zip,lat,lng,city,state_id,state_name,county_name,Average Temperature (Kelvin),Average Air Pressure (hPa),Average Humidity (%),Average Daily Precipitation (mm)
58,6468,41.33786,-73.22506,Monroe,CT,Connecticut,Fairfield,284.61664835164817,1016.4164010989019,69.67049450549449,0.1359065934065935
59,7002,40.66464000000001,-74.10866999999998,Bayonne,NJ,New Jersey,Hudson,285.68010989011003,1015.9439560439554,66.25818681318684,0.17252747252747255
60,7005,40.92947,-74.421,Boonton,NJ,New Jersey,Morris,285.22673076923064,1015.7090934065924,67.00969780219778,0.17118131868131878
61,7010,40.82211,-73.98794000000002,Cliffside Park,NJ,New Jersey,Bergen,285.6871428571428,1016.6730494505504,65.0946978021978,0.15887362637362634
62,7011,40.87848,-74.14478000000003,Clifton,NJ,New Jersey,Passaic,285.22673076923064,1015.7090934065924,67.00969780219778,0.17118131868131878
63,7016,40.65643,-74.30357,Cranford,NJ,New Jersey,Union,285.56769230769237,1016.3215109890102,65.19321428571426,0.15461538461538452
64,7416,41.11589,-74.59775,Franklin,NJ,New Jersey,Sussex,285.22673076923064,1015.7090934065924,67.00969780219778,0.17118131868131878
65,7701,40.36144,-74.07745,Red Bank,NJ,New Jersey,Monmouth,285.5536263736262,1016.5858791208791,67.25137362637355,0.14151098901098888
66,7820,40.92708,-74.81142,Allamuchy,NJ,New Jersey,Warren,285.22673076923064,1015.7090934065924,67.00969780219778,0.17118131868131878
67,7830,40.72104,-74.80747,Califon,NJ,New Jersey,Hunterdon,285.5536263736262,1016.5858791208791,67.25137362637355,0.14151098901098888
68,8001,39.55073,-75.34976999999998,Alloway,NJ,New Jersey,Salem,285.8077197802196,1017.5614835164841,68.09881868131869,0.14978021978021974
69,8002,39.93133,-75.02539,Cherry Hill,NJ,New Jersey,Camden,285.8077197802196,1017.5614835164841,68.09881868131869,0.14978021978021974
70,8005,39.76366,-74.3153,Barnegat,NJ,New Jersey,Ocean,285.8077197802196,1017.5614835164841,68.09881868131869,0.14978021978021974
71,8010,40.05333,-74.91419,Beverly,NJ,New Jersey,Burlington,285.8077197802196,1017.5614835164841,68.09881868131869,0.14978021978021974
72,8014,39.81795,-75.35809,Bridgeport,NJ,New Jersey,Gloucester,285.8077197802196,1017.5614835164841,68.09881868131869,0.14978021978021974
73,8037,39.63800000000001,-74.77275,Hammonton,NJ,New Jersey,Atlantic,285.8077197802196,1017.5614835164841,68.09881868131869,0.14978021978021974
74,8202,39.10018,-74.73873,Avalon,NJ,New Jersey,Cape May,285.8077197802196,1017.5614835164841,68.09881868131869,0.14978021978021974
75,8512,40.32022,-74.52660999999998,Cranbury,NJ,New Jersey,Mercer,285.5536263736262,1016.5858791208791,67.25137362637355,0.14151098901098888
76,10001,40.75065,-73.99718,New York,NY,New York,New York,285.69684065934086,1016.7629945054933,65.42631868131872,0.14653846153846156
77,10301,40.62846,-74.0962,Staten Island,NY,New York,Richmond,285.56769230769237,1016.3215109890102,65.19321428571426,0.15461538461538452
78,10451,40.82077,-73.92387,Bronx,NY,New York,Bronx,285.6871428571428,1016.6730494505504,65.0946978021978,0.15887362637362634
79,10501,41.29448,-73.76075,Amawalk,NY,New York,Westchester,284.850357142857,1016.7104670329671,69.37384615384617,0.14324175824175833
80,10509,41.41174,-73.59437,Brewster,NY,New York,Putnam,284.850357142857,1016.7104670329671,69.37384615384617,0.14324175824175833
81,10901,41.13876,-74.11615,Suffern,NY,New York,Rockland,285.22673076923064,1015.7090934065924,67.00969780219778,0.17118131868131878
82,11001,40.72353,-73.70456999999998,Floral Park,NY,New York,Nassau,285.84269230769223,1016.639752747253,67.26431318681321,0.14266483516483516
83,11004,40.74628,-73.71148000000002,Glen Oaks,NY,New York,Queens,285.84269230769223,1016.639752747253,67.26431318681321,0.14266483516483516
84,11201,40.69463,-73.98971999999998,Brooklyn,NY,New York,Kings,285.69684065934086,1016.7629945054933,65.42631868131872,0.14653846153846156
85,12007,42.45616,-73.92765,Alcove,NY,New York,Albany,283.25796703296703,1016.1295604395608,70.2737087912088,0.12615384615384612
86,12008,42.85301,-73.90799,Alplaus,NY,New York,Schenectady,283.25796703296703,1016.1295604395608,70.2737087912088,0.12615384615384612
87,12010,42.93797,-74.17385999999998,Amsterdam,NY,New York,Montgomery,283.25796703296703,1016.1295604395608,70.2737087912088,0.12615384615384612
88,12015,42.28262,-73.8272,Athens,NY,New York,Greene,284.10277472527486,1016.4567857142848,69.5090934065934,0.12475274725274732
89,12017,42.32118,-73.46216,Austerlitz,NY,New York,Columbia,283.25796703296703,1016.1295604395608,70.2737087912088,0.12615384615384612
90,12018,42.62952,-73.52591,Averill Park,NY,New York,Rensselaer,283.25796703296703,1016.1295604395608,70.2737087912088,0.12615384615384612
91,12019,42.93075,-73.88635,Ballston Lake,NY,New York,Saratoga,283.25796703296703,1016.1295604395608,70.2737087912088,0.12615384615384612
92,12025,43.0833,-74.13600000000002,Broadalbin,NY,New York,Fulton,282.36546703296705,1015.9526648351649,73.5640384615384,0.12096153846153848
93,12031,42.76477,-74.4569,Carlisle,NY,New York,Schoharie,282.36546703296705,1015.9526648351649,73.5640384615384,0.12096153846153848
94,12064,42.61434000000001,-74.65729,East Worcester,NY,New York,Otsego,282.36546703296705,1015.9526648351649,73.5640384615384,0.12096153846153848
95,12108,43.57407,-74.44934,Lake Pleasant,NY,New York,Hamilton,282.36546703296705,1015.9526648351649,73.5640384615384,0.12096153846153848
96,12167,42.42076,-74.58407,Stamford,NY,New York,Delaware,282.36546703296705,1015.9526648351649,73.5640384615384,0.12096153846153848
97,12401,41.93558,-74.05278,Kingston,NY,New York,Ulster,284.10277472527486,1016.4567857142848,69.5090934065934,0.12475274725274732
98,12501,41.85964,-73.55856999999997,Amenia,NY,New York,Dutchess,284.10277472527486,1016.4567857142848,69.5090934065934,0.12475274725274732
99,12901,44.70382,-73.47381999999998,Plattsburgh,NY,New York,Clinton,280.5217582417582,1015.4666758241763,70.56307692307698,0.07711538461538454
100,12922,44.28808,-74.71793000000002,Childwold,NY,New York,St. Lawrence,281.478021978022,1016.0874725274724,74.98947802197797,0.07659340659340651
101,13020,42.81647,-76.07455,Apulia Station,NY,New York,Onondaga,282.36546703296705,1015.9526648351649,73.5640384615384,0.12096153846153848
102,13021,42.92379,-76.55886,Auburn,NY,New York,Cayuga,282.36546703296705,1015.9526648351649,73.5640384615384,0.12096153846153848
103,13028,43.2969,-75.93471,Bernhards Bay,NY,New York,Oswego,282.36546703296705,1015.9526648351649,73.5640384615384,0.12096153846153848
104,13030,43.15504,-75.96070999999998,Bridgeport,NY,New York,Madison,282.36546703296705,1015.9526648351649,73.5640384615384,0.12096153846153848
105,13040,42.56139,-75.93225,Cincinnatus,NY,New York,Cortland,282.36546703296705,1015.9526648351649,73.5640384615384,0.12096153846153848
106,13053,42.47462,-76.26598,Dryden,NY,New York,Tompkins,282.36546703296705,1015.9526648351649,73.5640384615384,0.12096153846153848
107,13054,43.17083,-75.67213000000002,Durhamville,NY,New York,Oneida,282.36546703296705,1015.9526648351649,73.5640384615384,0.12096153846153848
108,13124,42.64605,-75.81796,North Pitcher,NY,New York,Chenango,282.36546703296705,1015.9526648351649,73.5640384615384,0.12096153846153848
109,13143,43.23326,-76.71529,Red Creek,NY,New York,Wayne,282.36546703296705,1015.9526648351649,73.5640384615384,0.12096153846153848
110,13148,42.91464000000001,-76.7847,Seneca Falls,NY,New York,Seneca,282.36546703296705,1015.9526648351649,73.5640384615384,0.12096153846153848
111,13305,43.89223,-75.42124,Beaver Falls,NY,New York,Lewis,281.478021978022,1016.0874725274724,74.98947802197797,0.07659340659340651
112,13324,43.32621,-74.95408,Cold Brook,NY,New York,Herkimer,282.36546703296705,1015.9526648351649,73.5640384615384,0.12096153846153848
113,13601,43.96838,-75.90673000000002,Watertown,NY,New York,Jefferson,281.478021978022,1016.0874725274724,74.98947802197797,0.07659340659340651
114,13732,42.04413,-76.168,Apalachin,NY,New York,Tioga,282.36546703296705,1015.9526648351649,73.5640384615384,0.12096153846153848
115,13744,42.23865,-75.90912,Castle Creek,NY,New York,Broome,282.36546703296705,1015.9526648351649,73.5640384615384,0.12096153846153848
116,14001,43.03296,-78.51205,Akron,NY,New York,Erie,282.8827197802199,1014.3579395604402,70.54475274725276,0.10587912087912094
117,14005,42.91694,-78.2503,Alexander,NY,New York,Genesee,282.8827197802199,1014.3579395604402,70.54475274725276,0.10587912087912094
118,14008,43.31174,-78.62669,Appleton,NY,New York,Niagara,282.8827197802199,1014.3579395604402,70.54475274725276,0.10587912087912094
119,14009,42.57462,-78.39319,Arcade,NY,New York,Wyoming,282.8827197802199,1014.3579395604402,70.54475274725276,0.10587912087912094
120,14041,42.40358,-78.97358,Dayton,NY,New York,Cattaraugus,282.8827197802199,1014.3579395604402,70.54475274725276,0.10587912087912094
121,14048,42.48052,-79.31161,Dunkirk,NY,New York,Chautauqua,282.8827197802199,1014.3579395604402,70.54475274725276,0.10587912087912094
122,14414,42.89349,-77.73514,Avon,NY,New York,Livingston,282.895054945055,1016.3567582417587,71.82340659340662,0.10296703296703305
123,14415,42.75548,-77.01708,Bellona,NY,New York,Yates,282.895054945055,1016.3567582417587,71.82340659340662,0.10296703296703305
124,14420,43.212,-77.93455,Brockport,NY,New York,Monroe,282.895054945055,1016.3567582417587,71.82340659340662,0.10296703296703305
125,14424,42.84815,-77.30818000000002,Canandaigua,NY,New York,Ontario,282.895054945055,1016.3567582417587,71.82340659340662,0.10296703296703305
126,14529,42.53997,-77.63825,Perkinsville,NY,New York,Steuben,282.895054945055,1016.3567582417587,71.82340659340662,0.10296703296703305
127,14707,42.07738,-78.0605,Allentown,NY,New York,Allegany,282.8827197802199,1014.3579395604402,70.54475274725276,0.10587912087912094
128,14805,42.35884,-76.72417,Alpine,NY,New York,Schuyler,282.36546703296705,1015.9526648351649,73.5640384615384,0.12096153846153848
129,14814,42.15003,-76.95274,Big Flats,NY,New York,Chemung,282.36546703296705,1015.9526648351649,73.5640384615384,0.12096153846153848
130,15001,40.59209,-80.31976,Aliquippa,PA,Pennsylvania,Beaver,284.3364285714286,1016.7408516483513,71.4432692307692,0.11837912087912096
131,15006,40.63357,-79.87680999999998,Bairdford,PA,Pennsylvania,Allegheny,284.3364285714286,1016.7408516483513,71.4432692307692,0.11837912087912096
132,15012,40.15883,-79.81218,Belle Vernon,PA,Pennsylvania,Westmoreland,284.3364285714286,1016.7408516483513,71.4432692307692,0.11837912087912096
133,15401,39.90108,-79.74724,Uniontown,PA,Pennsylvania,Fayette,284.3364285714286,1016.7408516483513,71.4432692307692,0.11837912087912096
134,15521,40.19912,-78.635,Alum Bank,PA,Pennsylvania,Bedford,284.3364285714286,1016.7408516483513,71.4432692307692,0.11837912087912096
135,15673,40.5938,-79.5563,North Apollo,PA,Pennsylvania,Armstrong,284.3364285714286,1016.7408516483513,71.4432692307692,0.11837912087912096
136,15681,40.50095,-79.43852,Saltsburg,PA,Pennsylvania,Indiana,284.3364285714286,1016.7408516483513,71.4432692307692,0.11837912087912096
137,15714,40.64535,-78.82308,Northern Cambria,PA,Pennsylvania,Cambria,284.3364285714286,1016.7408516483513,71.4432692307692,0.11837912087912096
138,15721,40.81462,-78.79247,Burnside,PA,Pennsylvania,Clearfield,284.3364285714286,1016.7408516483513,71.4432692307692,0.11837912087912096
139,15821,41.35537,-78.36769,Benezett,PA,Pennsylvania,Elk,282.91953296703286,1014.9997252747243,71.97329670329673,0.11156593406593408
140,15832,41.35637,-78.19169000000002,Driftwood,PA,Pennsylvania,Cameron,282.91953296703286,1014.9997252747243,71.97329670329673,0.11156593406593408
141,16001,40.9095,-79.9438,Butler,PA,Pennsylvania,Butler,284.3364285714286,1016.7408516483513,71.4432692307692,0.11837912087912096
142,16028,40.95792,-79.63701999999998,East Brady,PA,Pennsylvania,Clarion,284.3364285714286,1016.7408516483513,71.4432692307692,0.11837912087912096
143,16101,40.98532,-80.28716,New Castle,PA,Pennsylvania,Lawrence,284.3364285714286,1016.7408516483513,71.4432692307692,0.11837912087912096
144,16110,41.50609,-80.3849,Adamsville,PA,Pennsylvania,Crawford,282.91953296703286,1014.9997252747243,71.97329670329673,0.11156593406593408
145,16217,41.33655,-79.18477,Cooksburg,PA,Pennsylvania,Forest,282.91953296703286,1014.9997252747243,71.97329670329673,0.11156593406593408
146,16301,41.45555,-79.6353,Oil City,PA,Pennsylvania,Venango,282.91953296703286,1014.9997252747243,71.97329670329673,0.11156593406593408
147,16333,41.70345,-78.92856,Ludlow,PA,Pennsylvania,McKean,282.91953296703286,1014.9997252747243,71.97329670329673,0.11156593406593408
148,16601,40.55566,-78.37018,Altoona,PA,Pennsylvania,Blair,284.3364285714286,1016.7408516483513,71.4432692307692,0.11837912087912096
149,16611,40.5674,-78.10768,Alexandria,PA,Pennsylvania,Huntingdon,284.3364285714286,1016.7408516483513,71.4432692307692,0.11837912087912096
150,16677,40.81181,-78.24365999999998,Sandy Ridge,PA,Pennsylvania,Centre,284.3364285714286,1016.7408516483513,71.4432692307692,0.11837912087912096
151,16720,41.5841,-78.03707,Austin,PA,Pennsylvania,Potter,282.8827197802199,1014.3579395604402,70.54475274725276,0.10587912087912094
152,16914,41.86377,-76.78241,Columbia Cross Roads,PA,Pennsylvania,Bradford,282.36546703296705,1015.9526648351649,73.5640384615384,0.12096153846153848
153,17002,40.50755,-77.83922,Allensville,PA,Pennsylvania,Mifflin,286.7146978021979,1017.9124450549452,70.82697802197805,0.1754395604395604
154,17003,40.36394,-76.5649,Annville,PA,Pennsylvania,Lebanon,284.61554945054945,1016.9463461538459,71.05260989010993,0.13214285714285723
155,17005,40.60285,-76.80968,Berrysburg,PA,Pennsylvania,Dauphin,284.61554945054945,1016.9463461538459,71.05260989010993,0.13214285714285723
156,17006,40.28559,-77.54373000000002,Blain,PA,Pennsylvania,Perry,286.7146978021979,1017.9124450549452,70.82697802197805,0.1754395604395604
157,17017,40.64332,-76.88259000000002,Dalmatia,PA,Pennsylvania,Northumberland,284.61554945054945,1016.9463461538459,71.05260989010993,0.13214285714285723
158,17021,40.33957,-77.65933000000003,East Waterford,PA,Pennsylvania,Juniata,286.7146978021979,1017.9124450549452,70.82697802197805,0.1754395604395604
159,17022,40.16632,-76.60866999999998,Elizabethtown,PA,Pennsylvania,Lancaster,286.7146978021979,1017.9124450549452,70.82697802197805,0.1754395604395604
160,17301,39.89062,-76.9803,Abbottstown,PA,Pennsylvania,Adams,286.7146978021979,1017.9124450549452,70.82697802197805,0.1754395604395604
161,17701,41.33749,-76.90231999999997,Williamsport,PA,Pennsylvania,Lycoming,284.61554945054945,1016.9463461538459,71.05260989010993,0.13214285714285723
162,17812,40.74069,-77.22815,Beaver Springs,PA,Pennsylvania,Snyder,284.61554945054945,1016.9463461538459,71.05260989010993,0.13214285714285723
163,17821,40.98871,-76.63927,Danville,PA,Pennsylvania,Montour,284.61554945054945,1016.9463461538459,71.05260989010993,0.13214285714285723
164,17901,40.69364,-76.25520999999998,Pottsville,PA,Pennsylvania,Schuylkill,284.61554945054945,1016.9463461538459,71.05260989010993,0.13214285714285723
165,18011,40.47124,-75.64643000000002,Alburtis,PA,Pennsylvania,Lehigh,284.61554945054945,1016.9463461538459,71.05260989010993,0.13214285714285723
166,18013,40.85301,-75.17174,Bangor,PA,Pennsylvania,Northampton,284.61554945054945,1016.9463461538459,71.05260989010993,0.13214285714285723
167,18030,40.80223,-75.66404,Bowmanstown,PA,Pennsylvania,Carbon,284.61554945054945,1016.9463461538459,71.05260989010993,0.13214285714285723
168,18056,40.4491,-75.54912,Hereford,PA,Pennsylvania,Berks,284.61554945054945,1016.9463461538459,71.05260989010993,0.13214285714285723
169,18077,40.56687,-75.2435,Riegelsville,PA,Pennsylvania,Bucks,284.61554945054945,1016.9463461538459,71.05260989010993,0.13214285714285723
170,18201,40.94888,-75.95625,Hazleton,PA,Pennsylvania,Luzerne,284.61554945054945,1016.9463461538459,71.05260989010993,0.13214285714285723
171,18324,41.15197,-75.00303000000002,Bushkill,PA,Pennsylvania,Pike,284.61554945054945,1016.9463461538459,71.05260989010993,0.13214285714285723
172,18403,41.50042,-75.52959,Archbald,PA,Pennsylvania,Lackawanna,284.61554945054945,1016.9463461538459,71.05260989010993,0.13214285714285723
173,18413,41.64816,-75.58949,Clifford,PA,Pennsylvania,Susquehanna,284.61554945054945,1016.9463461538459,71.05260989010993,0.13214285714285723
174,19087,40.06116,-75.39986999999998,Wayne,PA,Pennsylvania,Chester,285.8077197802196,1017.5614835164841,68.09881868131869,0.14978021978021974
175,19102,39.95287,-75.16549,Philadelphia,PA,Pennsylvania,Philadelphia,285.8077197802196,1017.5614835164841,68.09881868131869,0.14978021978021974
176,19701,39.58435,-75.69939000000002,Bear,DE,Delaware,New Castle,285.8077197802196,1017.5614835164841,68.09881868131869,0.14978021978021974
177,20105,38.96273,-77.61001999999998,Aldie,VA,Virginia,Loudoun,286.8804395604392,1017.8414835164838,68.04332417582418,0.17035714285714293
178,20106,38.68699,-78.01175,Amissville,VA,Virginia,Culpeper,286.8804395604392,1017.8414835164838,68.04332417582418,0.17035714285714293
179,20109,38.79282,-77.52658000000002,Manassas,VA,Virginia,Prince William,286.8804395604392,1017.8414835164838,68.04332417582418,0.17035714285714293
180,20110,38.74711,-77.48591,Manassas,VA,Virginia,Manassas,286.8804395604392,1017.8414835164838,68.04332417582418,0.17035714285714293
181,20115,38.82155,-77.9001,Marshall,VA,Virginia,Fauquier,286.8804395604392,1017.8414835164838,68.04332417582418,0.17035714285714293
182,20120,38.85433,-77.47715,Centreville,VA,Virginia,Fairfax,286.8804395604392,1017.8414835164838,68.04332417582418,0.17035714285714293
183,20130,39.02747,-77.9491,Paris,VA,Virginia,Clarke,286.8804395604392,1017.8414835164838,68.04332417582418,0.17035714285714293
184,20601,38.6137,-76.85088,Waldorf,MD,Maryland,Charles,286.9886813186811,1017.8959065934058,68.34785714285717,0.17335164835164837
185,20606,38.25952,-76.73699,Abell,MD,Maryland,St. Mary's,286.9886813186811,1017.8959065934058,68.34785714285717,0.17335164835164837
186,20607,38.67227000000001,-77.02018000000002,Accokeek,MD,Maryland,Prince George's,286.9886813186811,1017.8959065934058,68.34785714285717,0.17335164835164837
187,20615,38.42013,-76.54786,Broomes Island,MD,Maryland,Calvert,286.9886813186811,1017.8959065934058,68.34785714285717,0.17335164835164837
188,20701,39.12627,-76.78423000000002,Annapolis Junction,MD,Maryland,Howard,286.7146978021979,1017.9124450549452,70.82697802197805,0.1754395604395604
189,20711,38.80509,-76.65199,Lothian,MD,Maryland,Anne Arundel,286.9886813186811,1017.8959065934058,68.34785714285717,0.17335164835164837
190,21001,39.51073,-76.2006,Aberdeen,MD,Maryland,Harford,286.7146978021979,1017.9124450549452,70.82697802197805,0.1754395604395604
191,21013,39.50906,-76.48647,Baldwin,MD,Maryland,Baltimore,286.7146978021979,1017.9124450549452,70.82697802197805,0.1754395604395604
192,21520,39.62474,-79.3015,Accident,MD,Maryland,Garrett,284.3364285714286,1016.7408516483513,71.4432692307692,0.11837912087912096
193,21601,38.79377,-76.08178000000002,Easton,MD,Maryland,Talbot,286.7146978021979,1017.9124450549452,70.82697802197805,0.1754395604395604
194,21607,39.13272,-75.85418,Barclay,MD,Maryland,Queen Anne's,286.7146978021979,1017.9124450549452,70.82697802197805,0.1754395604395604
195,21613,38.49315,-76.07341,Cambridge,MD,Maryland,Dorchester,286.9886813186811,1017.8959065934058,68.34785714285717,0.17335164835164837
