,zip,lat,lng,city,state_id,state_name,county_name,Average Temperature (Kelvin),Average Air Pressure (hPa),Average Humidity (%),Average Daily Precipitation (mm)
33,4259,44.22836,-70.00856,Monmouth,ME,Maine,Kennebec,269.73749999999995,1015.325,69.2625,0.0975
34,4342,44.07942,-69.73938000000001,Dresden,ME,Maine,Lincoln,269.73749999999995,1015.325,69.2625,0.0975
35,4354,44.39603,-69.42707,Palermo,ME,Maine,Waldo,266.0575,1011.095,80.585,0.02
36,4401,44.84923,-68.84479,Bangor,ME,Maine,Penobscot,266.0575,1011.095,80.585,0.02
37,4406,45.23454,-69.56989,Abbot,ME,Maine,Piscataquis,266.0575,1011.095,80.585,0.02
38,4408,44.99135,-68.23071999999999,Aurora,ME,Maine,Hancock,266.0575,1011.095,80.585,0.02
39,4471,45.89108,-67.84714,Orient,ME,Maine,Aroostook,263.44,1011.9200000000001,79.365,0.037500000000000006
40,4478,45.86407,-69.87680999999999,Rockwood,ME,Maine,Somerset,263.44,1011.9200000000001,79.365,0.037500000000000006
41,4547,43.99388,-69.32779000000001,Friendship,ME,Maine,Knox,269.73749999999995,1015.325,69.2625,0.0975
42,5001,43.67222,-72.38133,White River Junction,VT,Vermont,Windsor,269.73749999999995,1015.325,69.2625,0.0975
43,5033,44.00888,-72.15799,Bradford,VT,Vermont,Orange,269.73749999999995,1015.325,69.2625,0.0975
44,5042,44.22756,-72.09962,East Ryegate,VT,Vermont,Caledonia,266.0575,1011.095,80.585,0.02
45,5101,43.17899,-72.49454,Bellows Falls,VT,Vermont,Windham,269.73749999999995,1015.325,69.2625,0.0975
46,5152,43.25358,-72.9153,Peru,VT,Vermont,Bennington,269.73749999999995,1015.325,69.2625,0.0975
47,5401,44.47629000000001,-73.20997,Burlington,VT,Vermont,Chittenden,266.29,1015.5625,78.6725,0.060000000000000005
48,5440,44.95953,-73.27951999999998,Alburgh,VT,Vermont,Grand Isle,266.29,1015.5625,78.6725,0.060000000000000005
49,5442,44.75855,-72.67678000000002,Belvidere Center,VT,Vermont,Lamoille,266.0575,1011.095,80.585,0.02
50,5443,44.13347,-73.03668,Bristol,VT,Vermont,Addison,266.29,1015.5625,78.6725,0.060000000000000005
51,5701,43.62458,-72.90981,Rutland,VT,Vermont,Rutland,269.73749999999995,1015.325,69.2625,0.0975
52,5820,44.73871,-72.34482,Albany,VT,Vermont,Orleans,266.0575,1011.095,80.585,0.02
53,6001,41.7907,-72.85385,Avon,CT,Connecticut,Hartford,271.45750000000004,1016.4925,68.815,0.125
54,6018,42.02648,-73.30872,Canaan,CT,Connecticut,Litchfield,271.985,1015.9549999999999,70.4275,0.14
55,6029,41.91503,-72.44946999999998,Ellington,CT,Connecticut,Tolland,270.80499999999995,1016.1225,72.215,0.125
56,6249,41.63128,-72.2402,Lebanon,CT,Connecticut,New London,271.45750000000004,1016.4925,68.815,0.125
57,6401,41.34424,-73.0689,Ansonia,CT,Connecticut,New Haven,272.74749999999995,1016.8375,70.14250000000001,0.14
58,6468,41.33786,-73.22506,Monroe,CT,Connecticut,Fairfield,273.0875,1016.075,68.92750000000001,0.14750000000000002
59,7002,40.66464000000001,-74.10866999999998,Bayonne,NJ,New Jersey,Hudson,274.0175,1017.425,68.3475,0.15000000000000002
60,7005,40.92947,-74.421,Boonton,NJ,New Jersey,Morris,273.39250000000004,1015.7974999999999,70.15,0.14750000000000002
61,7010,40.82211,-73.98794000000002,Cliffside Park,NJ,New Jersey,Bergen,273.9575,1017.4499999999999,67.8775,0.14750000000000002
62,7011,40.87848,-74.14478000000003,Clifton,NJ,New Jersey,Passaic,273.39250000000004,1015.7974999999999,70.15,0.14750000000000002
63,7016,40.65643,-74.30357,Cranford,NJ,New Jersey,Union,273.8575,1017.0774999999999,67.77250000000001,0.15000000000000002
64,7416,41.11589,-74.59775,Franklin,NJ,New Jersey,Sussex,273.39250000000004,1015.7974999999999,70.15,0.14750000000000002
65,7701,40.36144,-74.07745,Red Bank,NJ,New Jersey,Monmouth,273.805,1017.4075,69.49000000000001,0.155
66,7820,40.92708,-74.81142,Allamuchy,NJ,New Jersey,Warren,273.39250000000004,1015.7974999999999,70.15,0.14750000000000002
67,7830,40.72104,-74.80747,Califon,NJ,New Jersey,Hunterdon,273.805,1017.4075,69.49000000000001,0.155
68,8001,39.55073,-75.34976999999998,Alloway,NJ,New Jersey,Salem,274.0775,1018.5825,70.28750000000001,0.15
69,8002,39.93133,-75.02539,Cherry Hill,NJ,New Jersey,Camden,274.0775,1018.5825,70.28750000000001,0.15
70,8005,39.76366,-74.3153,Barnegat,NJ,New Jersey,Ocean,274.0775,1018.5825,70.28750000000001,0.15
71,8010,40.05333,-74.91419,Beverly,NJ,New Jersey,Burlington,274.0775,1018.5825,70.28750000000001,0.15
72,8014,39.81795,-75.35809,Bridgeport,NJ,New Jersey,Gloucester,274.0775,1018.5825,70.28750000000001,0.15
73,8037,39.63800000000001,-74.77275,Hammonton,NJ,New Jersey,Atlantic,274.0775,1018.5825,70.28750000000001,0.15
74,8202,39.10018,-74.73873,Avalon,NJ,New Jersey,Cape May,274.0775,1018.5825,70.28750000000001,0.15
75,8512,40.32022,-74.52660999999998,Cranbury,NJ,New Jersey,Mercer,273.805,1017.4075,69.49000000000001,0.155
76,10001,40.75065,-73.99718,New York,NY,New York,New York,273.7775,1017.2824999999999,66.38,0.1125
77,10301,40.62846,-74.0962,Staten Island,NY,New York,Richmond,273.8575,1017.0774999999999,67.77250000000001,0.15000000000000002
78,10451,40.82077,-73.92387,Bronx,NY,New York,Bronx,273.9575,1017.4499999999999,67.8775,0.14750000000000002
79,10501,41.29448,-73.76075,Amawalk,NY,New York,Westchester,273.055,1016.655,70.35,0.135
80,10509,41.41174,-73.59437,Brewster,NY,New York,Putnam,273.055,1016.655,70.35,0.135
81,10901,41.13876,-74.11615,Suffern,NY,New York,Rockland,273.39250000000004,1015.7974999999999,70.15,0.14750000000000002
82,11001,40.72353,-73.70456999999998,Floral Park,NY,New York,Nassau,274.2525,1017.13,70.66,0.14500000000000002
83,11004,40.74628,-73.71148000000002,Glen Oaks,NY,New York,Queens,274.2525,1017.13,70.66,0.14500000000000002
84,11201,40.69463,-73.98971999999998,Brooklyn,NY,New York,Kings,273.7775,1017.2824999999999,66.38,0.1125
85,12007,42.45616,-73.92765,Alcove,NY,New York,Albany,270.80499999999995,1016.1225,72.215,0.125
86,12008,42.85301,-73.90799,Alplaus,NY,New York,Schenectady,270.80499999999995,1016.1225,72.215,0.125
87,12010,42.93797,-74.17385999999998,Amsterdam,NY,New York,Montgomery,270.80499999999995,1016.1225,72.215,0.125
88,12015,42.28262,-73.8272,Athens,NY,New York,Greene,271.985,1015.9549999999999,70.4275,0.14
89,12017,42.32118,-73.46216,Austerlitz,NY,New York,Columbia,270.80499999999995,1016.1225,72.215,0.125
90,12018,42.62952,-73.52591,Averill Park,NY,New York,Rensselaer,270.80499999999995,1016.1225,72.215,0.125
91,12019,42.93075,-73.88635,Ballston Lake,NY,New York,Saratoga,270.80499999999995,1016.1225,72.215,0.125
92,12025,43.0833,-74.13600000000002,Broadalbin,NY,New York,Fulton,269.9725,1015.9375,78.4025,0.10500000000000001
93,12031,42.76477,-74.4569,Carlisle,NY,New York,Schoharie,269.9725,1015.9375,78.4025,0.10500000000000001
94,12064,42.61434000000001,-74.65729,East Worcester,NY,New York,Otsego,269.9725,1015.9375,78.4025,0.10500000000000001
95,12108,43.57407,-74.44934,Lake Pleasant,NY,New York,Hamilton,269.9725,1015.9375,78.4025,0.10500000000000001
96,12167,42.42076,-74.58407,Stamford,NY,New York,Delaware,269.9725,1015.9375,78.4025,0.10500000000000001
97,12401,41.93558,-74.05278,Kingston,NY,New York,Ulster,271.985,1015.9549999999999,70.4275,0.14
98,12501,41.85964,-73.55856999999997,Amenia,NY,New York,Dutchess,271.985,1015.9549999999999,70.4275,0.14
99,12901,44.70382,-73.47381999999998,Plattsburgh,NY,New York,Clinton,266.29,1015.5625,78.6725,0.060000000000000005
100,12922,44.28808,-74.71793000000002,Childwold,NY,New York,St. Lawrence,270.2325,1015.0600000000001,78.1,0.08249999999999999
101,13020,42.81647,-76.07455,Apulia Station,NY,New York,Onondaga,269.9725,1015.9375,78.4025,0.10500000000000001
102,13021,42.92379,-76.55886,Auburn,NY,New York,Cayuga,269.9725,1015.9375,78.4025,0.10500000000000001
103,13028,43.2969,-75.93471,Bernhards Bay,NY,New York,Oswego,269.9725,1015.9375,78.4025,0.10500000000000001
104,13030,43.15504,-75.96070999999998,Bridgeport,NY,New York,Madison,269.9725,1015.9375,78.4025,0.10500000000000001
105,13040,42.56139,-75.93225,Cincinnatus,NY,New York,Cortland,269.9725,1015.9375,78.4025,0.10500000000000001
106,13053,42.47462,-76.26598,Dryden,NY,New York,Tompkins,269.9725,1015.9375,78.4025,0.10500000000000001
107,13054,43.17083,-75.67213000000002,Durhamville,NY,New York,Oneida,269.9725,1015.9375,78.4025,0.10500000000000001
108,13124,42.64605,-75.81796,North Pitcher,NY,New York,Chenango,269.9725,1015.9375,78.4025,0.10500000000000001
109,13143,43.23326,-76.71529,Red Creek,NY,New York,Wayne,269.9725,1015.9375,78.4025,0.10500000000000001
110,13148,42.91464000000001,-76.7847,Seneca Falls,NY,New York,Seneca,269.9725,1015.9375,78.4025,0.10500000000000001
111,13305,43.89223,-75.42124,Beaver Falls,NY,New York,Lewis,270.2325,1015.0600000000001,78.1,0.08249999999999999
112,13324,43.32621,-74.95408,Cold Brook,NY,New York,Herkimer,269.9725,1015.9375,78.4025,0.10500000000000001
113,13601,43.96838,-75.90673000000002,Watertown,NY,New York,Jefferson,270.2325,1015.0600000000001,78.1,0.08249999999999999
114,13732,42.04413,-76.168,Apalachin,NY,New York,Tioga,269.9725,1015.9375,78.4025,0.10500000000000001
115,13744,42.23865,-75.90912,Castle Creek,NY,New York,Broome,269.9725,1015.9375,78.4025,0.10500000000000001
116,14001,43.03296,-78.51205,Akron,NY,New York,Erie,271.1175,1015.8549999999999,75.9225,0.095
117,14005,42.91694,-78.2503,Alexander,NY,New York,Genesee,271.1175,1015.8549999999999,75.9225,0.095
118,14008,43.31174,-78.62669,Appleton,NY,New York,Niagara,271.1175,1015.8549999999999,75.9225,0.095
119,14009,42.57462,-78.39319,Arcade,NY,New York,Wyoming,271.1175,1015.8549999999999,75.9225,0.095
120,14041,42.40358,-78.97358,Dayton,NY,New York,Cattaraugus,271.1175,1015.8549999999999,75.9225,0.095
121,14048,42.48052,-79.31161,Dunkirk,NY,New York,Chautauqua,271.1175,1015.8549999999999,75.9225,0.095
122,14414,42.89349,-77.73514,Avon,NY,New York,Livingston,271.15500000000003,1015.9375,78.5625,0.095
123,14415,42.75548,-77.01708,Bellona,NY,New York,Yates,271.15500000000003,1015.9375,78.5625,0.095
124,14420,43.212,-77.93455,Brockport,NY,New York,Monroe,271.15500000000003,1015.9375,78.5625,0.095
125,14424,42.84815,-77.30818000000002,Canandaigua,NY,New York,Ontario,271.15500000000003,1015.9375,78.5625,0.095
126,14529,42.53997,-77.63825,Perkinsville,NY,New York,Steuben,271.15500000000003,1015.9375,78.5625,0.095
127,14707,42.07738,-78.0605,Allentown,NY,New York,Allegany,271.1175,1015.8549999999999,75.9225,0.095
128,14805,42.35884,-76.72417,Alpine,NY,New York,Schuyler,269.9725,1015.9375,78.4025,0.10500000000000001
129,14814,42.15003,-76.95274,Big Flats,NY,New York,Chemung,269.9725,1015.9375,78.4025,0.10500000000000001
130,15001,40.59209,-80.31976,Aliquippa,PA,Pennsylvania,Beaver,272.40999999999997,1017.0550000000001,77.96249999999999,0.1125
131,15006,40.63357,-79.87680999999998,Bairdford,PA,Pennsylvania,Allegheny,272.40999999999997,1017.0550000000001,77.96249999999999,0.1125
132,15012,40.15883,-79.81218,Belle Vernon,PA,Pennsylvania,Westmoreland,272.40999999999997,1017.0550000000001,77.96249999999999,0.1125
133,15401,39.90108,-79.74724,Uniontown,PA,Pennsylvania,Fayette,272.40999999999997,1017.0550000000001,77.96249999999999,0.1125
134,15521,40.19912,-78.635,Alum Bank,PA,Pennsylvania,Bedford,272.40999999999997,1017.0550000000001,77.96249999999999,0.1125
135,15673,40.5938,-79.5563,North Apollo,PA,Pennsylvania,Armstrong,272.40999999999997,1017.0550000000001,77.96249999999999,0.1125
136,15681,40.50095,-79.43852,Saltsburg,PA,Pennsylvania,Indiana,272.40999999999997,1017.0550000000001,77.96249999999999,0.1125
137,15714,40.64535,-78.82308,Northern Cambria,PA,Pennsylvania,Cambria,272.40999999999997,1017.0550000000001,77.96249999999999,0.1125
138,15721,40.81462,-78.79247,Burnside,PA,Pennsylvania,Clearfield,272.40999999999997,1017.0550000000001,77.96249999999999,0.1125
139,15821,41.35537,-78.36769,Benezett,PA,Pennsylvania,Elk,270.91499999999996,1016.6275,77.78750000000001,0.1375
140,15832,41.35637,-78.19169000000002,Driftwood,PA,Pennsylvania,Cameron,270.91499999999996,1016.6275,77.78750000000001,0.1375
141,16001,40.9095,-79.9438,Butler,PA,Pennsylvania,Butler,272.40999999999997,1017.0550000000001,77.96249999999999,0.1125
142,16028,40.95792,-79.63701999999998,East Brady,PA,Pennsylvania,Clarion,272.40999999999997,1017.0550000000001,77.96249999999999,0.1125
143,16101,40.98532,-80.28716,New Castle,PA,Pennsylvania,Lawrence,272.40999999999997,1017.0550000000001,77.96249999999999,0.1125
144,16110,41.50609,-80.3849,Adamsville,PA,Pennsylvania,Crawford,270.91499999999996,1016.6275,77.78750000000001,0.1375
145,16217,41.33655,-79.18477,Cooksburg,PA,Pennsylvania,Forest,270.91499999999996,1016.6275,77.78750000000001,0.1375
146,16301,41.45555,-79.6353,Oil City,PA,Pennsylvania,Venango,270.91499999999996,1016.6275,77.78750000000001,0.1375
147,16333,41.70345,-78.92856,Ludlow,PA,Pennsylvania,McKean,,,,
148,16601,40.55566,-78.37018,Altoona,PA,Pennsylvania,Blair,272.40999999999997,1017.0550000000001,77.96249999999999,0.1125
149,16611,40.5674,-78.10768,Alexandria,PA,Pennsylvania,Huntingdon,272.40999999999997,1017.0550000000001,77.96249999999999,0.1125
150,16677,40.81181,-78.24365999999998,Sandy Ridge,PA,Pennsylvania,Centre,272.40999999999997,1017.0550000000001,77.96249999999999,0.1125
151,16720,41.5841,-78.03707,Austin,PA,Pennsylvania,Potter,271.1175,1015.8549999999999,75.9225,0.095
152,16914,41.86377,-76.78241,Columbia Cross Roads,PA,Pennsylvania,Bradford,269.9725,1015.9375,78.4025,0.10500000000000001
153,17002,40.50755,-77.83922,Allensville,PA,Pennsylvania,Mifflin,275.27,1018.9625,72.985,0.1375
154,17003,40.36394,-76.5649,Annville,PA,Pennsylvania,Lebanon,272.69,1017.8225,73.1,0.11500000000000002
155,17005,40.60285,-76.80968,Berrysburg,PA,Pennsylvania,Dauphin,272.69,1017.8225,73.1,0.11500000000000002
156,17006,40.28559,-77.54373000000002,Blain,PA,Pennsylvania,Perry,275.27,1018.9625,72.985,0.1375
157,17017,40.64332,-76.88259000000002,Dalmatia,PA,Pennsylvania,Northumberland,272.69,1017.8225,73.1,0.11500000000000002
158,17021,40.33957,-77.65933000000003,East Waterford,PA,Pennsylvania,Juniata,275.27,1018.9625,72.985,0.1375
159,17022,40.16632,-76.60866999999998,Elizabethtown,PA,Pennsylvania,Lancaster,275.27,1018.9625,72.985,0.1375
160,17301,39.89062,-76.9803,Abbottstown,PA,Pennsylvania,Adams,275.27,1018.9625,72.985,0.1375
161,17701,41.33749,-76.90231999999997,Williamsport,PA,Pennsylvania,Lycoming,272.69,1017.8225,73.1,0.11500000000000002
162,17812,40.74069,-77.22815,Beaver Springs,PA,Pennsylvania,Snyder,272.69,1017.8225,73.1,0.11500000000000002
163,17821,40.98871,-76.63927,Danville,PA,Pennsylvania,Montour,272.69,1017.8225,73.1,0.11500000000000002
164,17901,40.69364,-76.25520999999998,Pottsville,PA,Pennsylvania,Schuylkill,272.69,1017.8225,73.1,0.11500000000000002
165,18011,40.47124,-75.64643000000002,Alburtis,PA,Pennsylvania,Lehigh,272.69,1017.8225,73.1,0.11500000000000002
166,18013,40.85301,-75.17174,Bangor,PA,Pennsylvania,Northampton,272.69,1017.8225,73.1,0.11500000000000002
167,18030,40.80223,-75.66404,Bowmanstown,PA,Pennsylvania,Carbon,272.69,1017.8225,73.1,0.11500000000000002
168,18056,40.4491,-75.54912,Hereford,PA,Pennsylvania,Berks,272.69,1017.8225,73.1,0.11500000000000002
169,18077,40.56687,-75.2435,Riegelsville,PA,Pennsylvania,Bucks,272.69,1017.8225,73.1,0.11500000000000002
170,18201,40.94888,-75.95625,Hazleton,PA,Pennsylvania,Luzerne,272.69,1017.8225,73.1,0.11500000000000002
171,18324,41.15197,-75.00303000000002,Bushkill,PA,Pennsylvania,Pike,272.69,1017.8225,73.1,0.11500000000000002
172,18403,41.50042,-75.52959,Archbald,PA,Pennsylvania,Lackawanna,272.69,1017.8225,73.1,0.11500000000000002
173,18413,41.64816,-75.58949,Clifford,PA,Pennsylvania,Susquehanna,272.69,1017.8225,73.1,0.11500000000000002
174,19087,40.06116,-75.39986999999998,Wayne,PA,Pennsylvania,Chester,274.0775,1018.5825,70.28750000000001,0.15
175,19102,39.95287,-75.16549,Philadelphia,PA,Pennsylvania,Philadelphia,274.0775,1018.5825,70.28750000000001,0.15
176,19701,39.58435,-75.69939000000002,Bear,DE,Delaware,New Castle,274.0775,1018.5825,70.28750000000001,0.15
177,20105,38.96273,-77.61001999999998,Aldie,VA,Virginia,Loudoun,275.39,1018.99,70.985,0.10500000000000001
178,20106,38.68699,-78.01175,Amissville,VA,Virginia,Culpeper,275.39,1018.99,70.985,0.10500000000000001
179,20109,38.79282,-77.52658000000002,Manassas,VA,Virginia,Prince William,275.39,1018.99,70.985,0.10500000000000001
180,20110,38.74711,-77.48591,Manassas,VA,Virginia,Manassas,275.39,1018.99,70.985,0.10500000000000001
181,20115,38.82155,-77.9001,Marshall,VA,Virginia,Fauquier,275.39,1018.99,70.985,0.10500000000000001
182,20120,38.85433,-77.47715,Centreville,VA,Virginia,Fairfax,275.39,1018.99,70.985,0.10500000000000001
183,20130,39.02747,-77.9491,Paris,VA,Virginia,Clarke,275.39,1018.99,70.985,0.10500000000000001
184,20601,38.6137,-76.85088,Waldorf,MD,Maryland,Charles,275.5325,1019.0400000000001,71.025,0.125
185,20606,38.25952,-76.73699,Abell,MD,Maryland,St. Mary's,275.5325,1019.0400000000001,71.025,0.125
186,20607,38.67227000000001,-77.02018000000002,Accokeek,MD,Maryland,Prince George's,275.5325,1019.0400000000001,71.025,0.125
187,20615,38.42013,-76.54786,Broomes Island,MD,Maryland,Calvert,275.5325,1019.0400000000001,71.025,0.125
188,20701,39.12627,-76.78423000000002,Annapolis Junction,MD,Maryland,Howard,275.27,1018.9625,72.985,0.1375
189,20711,38.80509,-76.65199,Lothian,MD,Maryland,Anne Arundel,275.5325,1019.0400000000001,71.025,0.125
190,21001,39.51073,-76.2006,Aberdeen,MD,Maryland,Harford,275.27,1018.9625,72.985,0.1375
191,21013,39.50906,-76.48647,Baldwin,MD,Maryland,Baltimore,275.27,1018.9625,72.985,0.1375
192,21520,39.62474,-79.3015,Accident,MD,Maryland,Garrett,272.40999999999997,1017.0550000000001,77.96249999999999,0.1125
193,21601,38.79377,-76.08178000000002,Easton,MD,Maryland,Talbot,275.27,1018.9625,72.985,0.1375
194,21607,39.13272,-75.85418,Barclay,MD,Maryland,Queen Anne's,275.27,1018.9625,72.985,0.1375
195,21613,38.49315,-76.07341,Cambridge,MD,Maryland,Dorchester,275.5325,1019.0400000000001,71.025,0.125
196,21629,38.86273,-75.82791999999998,Denton,MD,Maryland,Caroline,275.27,1018.9625,72.985,0.1375
197,21701,39.44605,-77.33495,Frederick,MD,Maryland,Frederick,275.27,1018.9625,72.985,0.1375
198,21801,38.38055,-75.64148,Salisbury,MD,Maryland,Wicomico,275.5325,1019.0400000000001,71.025,0.125
199,21901,39.58572,-75.95843,North East,MD,Maryland,Cecil,275.27,1018.9625,72.985,0.1375
200,22046,38.88711,-77.18075999999998,Falls Church,VA,Virginia,Falls Church,275.39,1018.99,70.985,0.10500000000000001
201,22201,38.88665,-77.09518,Arlington,VA,Virginia,Arlington,275.39,1018.99,70.985,0.10500000000000001
202,22301,38.82002,-77.05960999999998,Alexandria,VA,Virginia,Alexandria,275.5325,1019.0400000000001,71.025,0.125
203,22401,38.29918,-77.48713000000002,Fredericksburg,VA,Virginia,Fredericksburg,275.5325,1019.0400000000001,71.025,0.125
204,22405,38.31521,-77.40371,Fredericksburg,VA,Virginia,Stafford,275.5325,1019.0400000000001,71.025,0.125
205,22407,38.2834,-77.57529,Fredericksburg,VA,Virginia,Spotsylvania,275.5325,1019.0400000000001,71.025,0.125
206,22448,38.3405,-77.03217,Dahlgren,VA,Virginia,King George,275.5325,1019.0400000000001,71.025,0.125
207,22601,39.17472,-78.17353,Winchester,VA,Virginia,Winchester,275.39,1018.99,70.985,0.10500000000000001
208,22623,38.85156,-78.13736999999998,Chester Gap,VA,Virginia,Rappahannock,275.39,1018.99,70.985,0.10500000000000001
209,22641,39.08061,-78.39151,Strasburg,VA,Virginia,Shenandoah,275.39,1018.99,70.985,0.10500000000000001
210,22650,38.75957,-78.35993,Rileyville,VA,Virginia,Page,275.39,1018.99,70.985,0.10500000000000001
211,22801,38.40459,-78.87716,Harrisonburg,VA,Virginia,Harrisonburg,277.4675,1019.2974999999999,70.09,0.1225
212,22843,38.36852,-79.16038,Mount Solon,VA,Virginia,Augusta,277.4675,1019.2974999999999,70.09,0.1225
213,22901,38.08844000000001,-78.55617,Charlottesville,VA,Virginia,Albemarle,277.4675,1019.2974999999999,70.09,0.1225
214,22902,37.95389,-78.46996999999998,Charlottesville,VA,Virginia,Charlottesville,277.4675,1019.2974999999999,70.09,0.1225
215,22920,37.97724,-78.81071,Afton,VA,Virginia,Nelson,277.4675,1019.2974999999999,70.09,0.1225
216,22942,38.10968,-78.19864,Gordonsville,VA,Virginia,Louisa,277.4675,1019.2974999999999,70.09,0.1225
217,22963,37.84921,-78.28843,Palmyra,VA,Virginia,Fluvanna,277.4675,1019.2974999999999,70.09,0.1225
218,22980,38.09565,-78.88513,Waynesboro,VA,Virginia,Waynesboro,277.4675,1019.2974999999999,70.09,0.1225
219,23002,37.35065,-77.96876999999998,Amelia Court House,VA,Virginia,Amelia,277.4675,1019.2974999999999,70.09,0.1225
220,23004,37.68225,-78.40866,Arvonia,VA,Virginia,Buckingham,277.4675,1019.2974999999999,70.09,0.1225
221,23005,37.75956,-77.48221,Ashland,VA,Virginia,Hanover,277.4675,1019.2974999999999,70.09,0.1225
222,23009,37.81386,-77.18737,Aylett,VA,Virginia,King William,277.4675,1019.2974999999999,70.09,0.1225
223,23011,37.47681,-76.80954,Barhamsville,VA,Virginia,New Kent,277.4675,1019.2974999999999,70.09,0.1225
224,23021,37.39782,-76.37016,Bohannon,VA,Virginia,Mathews,279.35,1019.1725,78.815,0.155
225,23023,37.77866,-76.95957,Bruington,VA,Virginia,King and Queen,277.4675,1019.2974999999999,70.09,0.1225
226,23030,37.34627,-77.05928,Charles City,VA,Virginia,Charles City,277.4675,1019.2974999999999,70.09,0.1225
227,23038,37.75544,-78.14779,Columbia,VA,Virginia,Goochland,277.4675,1019.2974999999999,70.09,0.1225
228,23059,37.70488,-77.56251,Glen Allen,VA,Virginia,Henrico,277.4675,1019.2974999999999,70.09,0.1225
229,23112,37.43498,-77.66207,Midlothian,VA,Virginia,Chesterfield,277.4675,1019.2974999999999,70.09,0.1225
230,23139,37.54972,-77.93374,Powhatan,VA,Virginia,Powhatan,277.4675,1019.2974999999999,70.09,0.1225
231,23168,37.39997,-76.82728,Toano,VA,Virginia,James City,277.4675,1019.2974999999999,70.09,0.1225
