"STATION","NAME","DATE","AWND","AWND_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT22","WT22_ATTRIBUTES"
"US1CANP0014","NAPA 2.2 N, CA US","2018-12-21",,,,,,,,,"0.17",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2018-12-25",,,,,,,,,"0.86",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2018-12-26",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2018-12-27",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2018-12-31",,,"    4",",,N","0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-01-01",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-01-02",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-01-03",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-01-04",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-01-05",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-01-06",,,,,,,,,"0.59",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-01-07",,,,,,,,,"3.25",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-01-08",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-01-09",,,,,,,,,"0.77",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-01-10",,,,,,,,,"0.41",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-01-11",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-01-12",,,,,,,,,"0.11",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-01-13",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-01-14",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-01-15",,,,,,,,,"0.11",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-01-16",,,,,,,,,"0.91",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-01-17",,,,,,,,,"2.80",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-01-18",,,,,,,,,"0.20",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-01-19",,,,,,,,,"0.10",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-01-20",,,,,,,,,"0.13",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-01-21",,,,,,,,,"0.37",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-01-22",,,,,,,,,"0.10",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-01-31",,,,,,,,,"0.10",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-02-02",,,,,,,,,"0.88",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-02-03",,,,,,,,,"0.57",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-02-04",,,,,,,,,"0.70",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-02-05",,,,,,,,,"0.08",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-02-06",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-02-09",,,,,,,,,"0.30",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-02-10",,,,,,,,,"0.53",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-02-13",,,,,,,,,"1.22",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-02-14",,,,,,,,,"3.05",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-02-27",,,,,,,,,"2.92",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-02-28",,,,,,,,,"0.30",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-03-02",,,,,,,,,"0.52",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-03-05",,,,,,,,,"0.03",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-03-06",,,,,,,,,"1.30",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-03-07",,,,,,,,,"0.15",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-03-08",,,,,,,,,"0.01",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-03-09",,,,,,,,,"0.09",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-03-20",,,,,,,,,"0.34",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-03-22",,,,,,,,,"0.16",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-03-26",,,,,,,,,"1.44",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-03-27",,,,,,,,,"0.51",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-03-28",,,,,,,,,"0.50",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-03-29",,,,,,,,,"0.25",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-04-02",,,,,,,,,"0.10",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-04-03",,,,,,,,,"0.15",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-04-05",,,,,,,,,"0.04",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-04-06",,,,,,,,,"0.25",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-04-07",,,,,,,,,"0.03",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-05-16",,,,,,,,,"1.48",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-05-17",,,,,,,,,"0.25",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-05-18",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-05-19",,,,,,,,,"1.23",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-05-20",,,,,,,,,"0.23",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-05-21",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-05-22",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-05-23",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-05-24",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-05-26",,,,,,,,,"0.10",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-11-27",,,,,,,,,"0.79",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-12-01",,,,,,,,,"1.05",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-12-02",,,,,,,,,"1.10",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-12-03",,,,,,,,,"0.09",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-12-04",,,,,,,,,"0.18",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-12-05",,,,,,,,,"0.29",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-12-07",,,,,,,,,"1.14",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-12-08",,,,,,,,,"0.48",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-12-09",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-12-10",,,,,,,,,"0.01",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-12-12",,,,,,,,,"0.28",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-12-13",,,,,,,,,"0.01",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-12-14",,,,,,,,,"0.07",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-12-15",,,,,,,,,"0.02",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-12-18",,,,,,,,,"0.53",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-12-19",,,,,,,,,"0.29",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-12-22",,,,,,,,,"0.21",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2019-12-30",,,,,,,,,"0.65",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2020-01-04",,,,,,,,,"0.08",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2020-01-08",,,,,,,,,"0.09",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2020-01-14",,,,,,,,,"0.17",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2020-01-16",,,,,,,,,"0.08",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2020-01-17",,,,,,,,,"0.85",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2020-01-21",,,,,,,,,"0.08",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2020-01-22",,,,,,,,,"0.80",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2020-01-26",,,,,,,,,"0.24",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2020-03-14",,,,,,,,,"0.08",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2020-03-15",,,,,,,,,"0.28",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2020-03-17",,,,,,,,,"0.10",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2020-03-18",,,,,,,,,"0.06",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2020-03-19",,,,,,,,,"0.30",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2020-03-24",,,,,,,,,"0.05",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2020-03-25",,,,,,,,,"0.45",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2020-03-28",,,,,,,,,"0.02",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2020-03-29",,,,,,,,,"0.16",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2020-04-05",,,,,,,,,"0.77",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2020-04-06",,,,,,,,,"0.57",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2020-05-03",,,,,,,,,"0.00","T,,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2020-05-12",,,,,,,,,"0.72",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CANP0014","NAPA 2.2 N, CA US","2020-05-13",,,,,,,,,"0.06",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00045360","MARKLEY COVE, CA US","2013-01-01",,,,,,,,,"0.00",",,7,0800","0.0",",,7","0.0",",,7",,,"51",",,7","29",",,7","32",",,7,0800",,,,,"11.8",",,7",,,,,,,,,,,,,,,,,,,,
"USC00045360","MARKLEY COVE, CA US","2013-01-02",,,,,,,,,"0.00",",,7,0800","0.0",",,7","0.0",",,7",,,"53",",,7","28",",,7","30",",,7,0800",,,,,"9.9",",,7",,,,,,,,,,,,,,,,,,,,
"USC00045360","MARKLEY COVE, CA US","2013-01-03",,,,,,,,,"0.00",",,7,0800","0.0",",,7","0.0",",,7",,,"55",",,7","27",",,7","32",",,7,0800",,,,,"13.0",",,7",,,,,,,,,,,,,,,,,,,,
"USC00045360","MARKLEY COVE, CA US","2013-01-04",,,,,,,,,"0.00",",,7,0800","0.0",",,7","0.0",",,7",,,"54",",,7","30",",,7","32",",,7,0800",,,,,"11.2",",,7",,,,,,,,,,,,,,,,,,,,
"USC00045360","MARKLEY COVE, CA US","2013-01-05",,,,,,,,,"0.00",",,7,0800","0.0",",,7","0.0",",,7",,,"56",",,7","32",",,7","36",",,7,0800",,,,,"9.9",",,7",,,,,,,,,,,,,,,,,,,,
"USC00045360","MARKLEY COVE, CA US","2013-01-06",,,,,,,,,"0.44",",,7,0800","0.0",",,7","0.0",",,7",,,"48",",,7","34",",,7","44",",,7,0800",,,,,"5.0",",,7",,,,,,,,,,,,,,,,,,,,
"USC00045360","MARKLEY COVE, CA US","2013-01-07",,,,,,,,,"0.00",",,7,0800","0.0",",,7","0.0",",,7",,,"53",",,7","34",",,7","36",",,7,0800",,,,,"8.1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00045360","MARKLEY COVE, CA US","2013-01-08",,,,,,,,,"0.00",",,7,0800","0.0",",,7","0.0",",,7",,,"55",",,7","34",",,7","38",",,7,0800",,,,,"3.1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00045360","MARKLEY COVE, CA US","2013-01-09",,,,,,,,,"0.00",",,7,0800","0.0",",,7","0.0",",,7",,,"57",",,7","37",",,7","40",",,7,0800",,,,,"6.2",",,7",,,,,,,,,,,,,,,,,,,,
"USC00045360","MARKLEY COVE, CA US","2013-01-10",,,,,,,,,"0.00",",,7,0800","0.0",",,7","0.0",",,7",,,"53",",,7","31",",,7","33",",,7,0800",,,,,"24.2",",,7",,,,,,,,,,,,,,,,,,,,
"USC00045360","MARKLEY COVE, CA US","2013-01-11",,,,,,,,,"0.00",",,7,0800","0.0",",,7","0.0",",,7",,,"54",",,7","31",",,7","32",",,7,0800",,,,,"24.2",",,7",,,,,,,,,,,,,,,,,,,,
"USC00045360","MARKLEY COVE, CA US","2013-01-12",,,,,,,,,"0.00",",,7,0800","0.0",",,7","0.0",",,7",,,"51",",,7","29",",,7","30",",,7,0800",,,,,"8.7",",,7",,,,,,,,,,,,,,,,,,,,
"USC00045360","MARKLEY COVE, CA US","2013-01-13",,,,,,,,,"0.00",",,7,0800","0.0",",,7","0.0",",,7",,,"49",",,7","25",",,7","27",",,7,0800",,,,,"11.8",",,7",,,,,,,,,,,,,,,,,,,,
"USC00045360","MARKLEY COVE, CA US","2013-01-14",,,,,,,,,"0.00",",,7,0800","0.0",",,7","0.0",",,7",,,"50",",,7","24",",,7","33",",,7,0800",,,,,"31.1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00045360","MARKLEY COVE, CA US","2013-01-15",,,,,,,,,"0.00",",,7,0800","0.0",",,7","0.0",",,7",,,"54",",,7","27",",,7","29",",,7,0800",,,,,"16.2",",,7",,,,,,,,,,,,,,,,,,,,
"USC00045360","MARKLEY COVE, CA US","2013-01-16",,,,,,,,,"0.00",",,7,0800","0.0",",,7","0.0",",,7",,,"52",",,7","27",",,7","34",",,7,0800",,,,,"16.8",",,7",,,,,,,,,,,,,,,,,,,,
"USC00045360","MARKLEY COVE, CA US","2013-01-17",,,,,,,,,"0.00",",,7,0800","0.0",",,7","0.0",",,7",,,"60",",,7","30",",,7","32",",,7,0800",,,,,"19.9",",,7",,,,,,,,,,,,,,,,,,,,
"USC00045360","MARKLEY COVE, CA US","2013-01-18",,,,,,,,,"0.00",",,7,0800","0.0",",,7","0.0",",,7",,,"64",",,7","28",",,7","30",",,7,0800",,,,,"8.7",",,7",,,,,,,,,,,,,,,,,,,,
"USC00045360","MARKLEY COVE, CA US","2013-01-19",,,,,,,,,"0.00",",,7,0800","0.0",",,7","0.0",",,7",,,"66",",,7","28",",,7","29",",,7,0800",,,,,"6.8",",,7",,,,,,,,,,,,,,,,,,,,
"USC00045360","MARKLEY COVE, CA US","2013-01-20",,,,,,,,,"0.00",",,7,0800","0.0",",,7","0.0",",,7",,,"66",",,7","28",",,7","30",",,7,0800",,,,,"6.2",",,7",,,,,,,,,,,,,,,,,,,,
"USC00045360","MARKLEY COVE, CA US","2013-01-21",,,,,,,,,"0.00",",,7,0800","0.0",",,7","0.0",",,7",,,"65",",,7","27",",,7","30",",,7,0800",,,,,"8.1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00045360","MARKLEY COVE, CA US","2013-01-22",,,,,,,,,"0.00",",,7,0800","0.0",",,7","0.0",",,7",,,"61",",,7","28",",,7","31",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,
